300	20.0845	30.0000	0.0711	0.0000	0.0000	0.0034	0.0000	0.0000	0.7427
301	21.3114	30.4000	0.0440	0.0000	0.0000	0.0155	0.0000	0.0000	1.2493
302	22.6105	30.8000	0.0591	0.0000	0.0000	0.0072	0.0000	0.0000	1.9026
303	23.8015	31.2000	0.0022	0.0000	0.0000	0.0034	0.0000	0.0000	2.9265
304	24.8872	31.6000	0.0229	0.0000	0.0000	0.0034	0.0000	0.0000	3.9114
305	26.0250	32.0000	0.0026	0.0000	0.0000	0.0029	0.0000	0.0000	5.5318
306	27.1209	32.4000	0.0199	0.0000	0.0000	0.0040	0.0000	0.0000	6.9519
307	28.1860	32.8000	0.0478	0.0000	0.0000	0.0067	0.0000	0.0000	8.9063
308	29.2611	33.2000	0.0009	0.0000	0.0000	0.0020	0.0000	0.0000	10.9727
309	30.3336	33.6000	0.0023	0.0000	0.0000	0.0014	0.0000	0.0000	12.6940
310	31.3374	34.0000	0.0006	0.0000	0.0000	0.0026	0.0000	0.0000	15.5226
311	32.3691	34.4000	0.0229	0.0000	0.0000	0.0054	0.0000	0.0000	17.2072
312	33.2685	34.8000	0.0131	0.0000	0.0000	0.0035	0.0000	0.0000	19.7183
313	34.3012	35.2000	0.0051	0.0000	0.0000	0.0023	0.0000	0.0000	22.1687
314	35.1689	35.6000	0.0045	0.0000	0.0000	0.0029	0.0000	0.0000	23.8384
315	36.2058	36.0000	0.0030	0.0000	0.0000	0.0040	0.0000	0.0000	26.7292
316	37.1314	36.4000	0.0038	0.0000	0.0000	0.0065	0.0000	0.0000	27.9966
317	38.0258	36.8000	0.0305	0.0000	0.0000	0.0039	0.0000	0.0000	30.4818
318	38.9244	37.2000	0.0802	0.0000	0.0000	0.0022	0.0000	0.0000	31.6538
319	39.8760	37.6000	0.1594	0.0000	0.0000	0.0034	0.0000	0.0000	34.8492
320	40.7589	38.0000	0.2336	0.0000	0.0000	0.0066	0.0000	0.0000	34.7636
321	41.5292	38.4000	0.3360	0.0000	0.0000	0.0047	0.0000	0.0000	38.3166
322	42.4219	38.8000	2.1380	0.0000	0.0000	0.0041	0.0000	0.0000	38.2037
323	43.2182	39.2000	4.0633	0.0000	0.0000	0.0040	0.0000	0.0000	39.4385
324	44.0062	39.6000	3.6551	0.0000	0.0000	0.0037	0.0000	0.0000	42.5301
325	44.7285	40.0000	5.0441	0.0000	0.0000	0.0045	0.0000	0.0000	41.4216
326	45.4494	40.4000	5.6614	0.0000	0.0000	0.0057	0.0000	0.0000	43.6783
327	46.1461	40.8000	4.4057	0.0000	0.0000	0.0036	0.0000	0.0000	45.2312
328	46.8174	41.2000	8.6718	0.0000	0.0000	0.0026	0.0000	0.0000	44.3907
329	47.5287	41.6000	12.4516	0.0000	0.0000	0.0042	0.0000	0.0000	46.8674
